Player,Nation,Pos,Squad,Age,90s,MP,Gls,Ast,Sh,SoT,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,Tkl,Int,Clr,Blocks,Def 3rd,Mid 3rd,Att 3rd,TklW,Succ_x,KP,PassLive,PassDead,PrgP,market_value_in_eur,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ_y,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,PrgC,1/3_possession,CPA,Mis,Dis,Rec,PrgR
Robin Zentner,GER,GK,Mainz 05,28.0,30.0,30,0.0,0.0,1.0,0.0,0.0,0.0,0.1,10.0,0.0,663.0,1045.0,63.4,2.0,1.0,19.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,8.0,1.0,1.0,3000000.0,1123.0,877.0,1098.0,23.0,3.0,3.0,1123.0,1.0,1.0,100.0,0.0,0.0,610.0,3522.0,1858.0,0.0,0.0,0.0,1.0,0.0,503.0,0.0
Rocco Reitz,GER,MF,Gladbach,21.0,23.7,34,6.0,3.0,33.0,14.0,3.7,3.7,2.6,63.0,8.0,782.0,1043.0,75.0,61.0,44.0,31.0,43.0,28.0,29.0,4.0,36.0,20.0,20.0,42.0,0.0,110.0,10000000.0,1377.0,54.0,380.0,758.0,259.0,46.0,1377.0,52.0,20.0,38.5,25.0,48.1,788.0,3375.0,1648.0,41.0,29.0,12.0,40.0,30.0,870.0,58.0
Rodri,ESP,MF,Manchester City,27.0,32.6,34,8.0,9.0,62.0,22.0,4.1,4.1,6.1,157.0,23.0,3365.0,3656.0,92.0,70.0,26.0,41.0,22.0,25.0,33.0,12.0,43.0,42.0,49.0,130.0,2.0,376.0,130000000.0,3988.0,114.0,664.0,2337.0,1013.0,80.0,3988.0,64.0,42.0,65.6,14.0,21.9,2513.0,11575.0,6408.0,76.0,88.0,12.0,23.0,32.0,3242.0,55.0
Rodrigo Bentancur,URU,MF,Tottenham,26.0,11.2,23,1.0,1.0,18.0,4.0,1.9,1.9,1.1,31.0,4.0,674.0,800.0,84.3,23.0,17.0,16.0,26.0,10.0,11.0,2.0,15.0,11.0,8.0,26.0,0.0,72.0,35000000.0,931.0,36.0,174.0,512.0,250.0,29.0,931.0,21.0,11.0,52.4,8.0,38.1,573.0,2769.0,1148.0,16.0,22.0,2.0,16.0,19.0,730.0,31.0
Rodrigo De Paul,ARG,MF,Atlético Madrid,29.0,23.1,34,3.0,5.0,30.0,12.0,1.8,1.8,6.2,82.0,12.0,1291.0,1553.0,83.1,31.0,11.0,15.0,23.0,11.0,14.0,6.0,21.0,28.0,39.0,71.0,3.0,202.0,30000000.0,1768.0,27.0,274.0,1054.0,460.0,40.0,1768.0,55.0,28.0,50.9,20.0,36.4,1188.0,7372.0,3718.0,73.0,60.0,11.0,33.0,13.0,1395.0,55.0
Rodrigo Muniz,BRA,FW,Fulham,22.0,17.7,26,9.0,1.0,73.0,26.0,8.7,8.7,0.9,39.0,2.0,136.0,222.0,61.3,7.0,6.0,20.0,4.0,1.0,5.0,1.0,3.0,5.0,18.0,21.0,0.0,19.0,20000000.0,462.0,30.0,45.0,201.0,220.0,118.0,462.0,20.0,5.0,25.0,13.0,65.0,257.0,788.0,258.0,8.0,4.0,4.0,54.0,34.0,343.0,76.0
Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,23.0,17.0,34,3.0,5.0,37.0,16.0,2.7,2.7,3.7,61.0,11.0,501.0,673.0,74.4,30.0,9.0,20.0,27.0,18.0,4.0,8.0,19.0,24.0,28.0,47.0,6.0,53.0,25000000.0,918.0,20.0,172.0,302.0,457.0,85.0,918.0,64.0,24.0,37.5,38.0,59.4,586.0,3981.0,2241.0,87.0,54.0,28.0,47.0,16.0,619.0,166.0
Rodrygo,BRA,FW,Real Madrid,22.0,26.4,34,10.0,5.0,86.0,35.0,11.7,10.9,4.2,111.0,14.0,883.0,1007.0,87.7,16.0,8.0,6.0,17.0,2.0,9.0,5.0,15.0,60.0,46.0,71.0,5.0,90.0,110000000.0,1352.0,3.0,50.0,414.0,905.0,206.0,1351.0,147.0,60.0,40.8,68.0,46.3,1002.0,7409.0,4344.0,159.0,106.0,84.0,72.0,30.0,1145.0,301.0
Rogério,BRA,DF,Wolfsburg,25.0,10.1,13,1.0,0.0,4.0,2.0,0.3,0.3,0.9,19.0,1.0,455.0,552.0,82.4,14.0,5.0,23.0,12.0,7.0,5.0,2.0,6.0,4.0,6.0,16.0,0.0,57.0,5000000.0,659.0,25.0,168.0,337.0,163.0,10.0,659.0,18.0,4.0,22.2,13.0,72.2,364.0,2102.0,1019.0,27.0,16.0,4.0,12.0,8.0,369.0,42.0
Roland Sallai,HUN,"MF,FW",Freiburg,26.0,20.4,27,3.0,2.0,55.0,19.0,7.9,7.1,3.6,69.0,10.0,416.0,588.0,70.7,17.0,6.0,23.0,32.0,5.0,5.0,7.0,10.0,21.0,29.0,51.0,0.0,41.0,14000000.0,826.0,28.0,110.0,352.0,372.0,74.0,825.0,57.0,21.0,36.8,28.0,49.1,511.0,2882.0,1311.0,47.0,38.0,15.0,43.0,15.0,615.0,139.0
Rolando Mandragora,ITA,MF,Fiorentina,26.0,17.6,33,3.0,3.0,30.0,11.0,3.5,3.5,1.7,35.0,8.0,606.0,761.0,79.6,26.0,9.0,18.0,16.0,8.0,13.0,5.0,11.0,6.0,13.0,23.0,6.0,93.0,8500000.0,897.0,27.0,155.0,521.0,224.0,25.0,897.0,11.0,6.0,54.5,4.0,36.4,489.0,1723.0,827.0,7.0,6.0,0.0,10.0,8.0,587.0,32.0
Romain Del Castillo,FRA,FW,Brest,27.0,27.7,33,8.0,8.0,37.0,14.0,5.2,2.9,9.1,166.0,14.0,989.0,1469.0,67.3,46.0,9.0,8.0,67.0,14.0,18.0,14.0,29.0,75.0,89.0,101.0,38.0,155.0,10000000.0,1800.0,5.0,122.0,780.0,936.0,71.0,1797.0,160.0,75.0,46.9,77.0,48.1,1306.0,7721.0,3294.0,101.0,95.0,21.0,65.0,52.0,1240.0,287.0
Romain Perraud,FRA,"DF,FW",Nice,25.0,4.1,19,0.0,1.0,2.0,0.0,0.0,0.0,0.7,5.0,2.0,176.0,243.0,72.4,7.0,6.0,15.0,8.0,5.0,1.0,1.0,6.0,2.0,3.0,4.0,1.0,11.0,5000000.0,300.0,15.0,104.0,120.0,77.0,5.0,300.0,7.0,2.0,28.6,4.0,57.1,176.0,947.0,393.0,6.0,6.0,1.0,11.0,2.0,162.0,13.0
Roman Yaremchuk,UKR,FW,Valencia,27.0,10.3,25,3.0,0.0,18.0,9.0,4.6,4.6,0.2,11.0,1.0,142.0,210.0,67.6,5.0,1.0,9.0,8.0,1.0,2.0,2.0,2.0,5.0,5.0,7.0,1.0,20.0,3500000.0,315.0,10.0,19.0,140.0,163.0,34.0,315.0,14.0,5.0,35.7,9.0,64.3,177.0,877.0,378.0,12.0,11.0,6.0,26.0,17.0,228.0,46.0
Romano Schmid,AUT,"MF,FW",Werder Bremen,23.0,28.9,33,4.0,6.0,38.0,10.0,5.2,5.2,6.7,118.0,16.0,941.0,1211.0,77.7,35.0,11.0,17.0,29.0,7.0,22.0,6.0,20.0,41.0,51.0,101.0,4.0,144.0,13000000.0,1580.0,31.0,237.0,816.0,561.0,68.0,1580.0,111.0,41.0,36.9,60.0,54.1,1002.0,5514.0,2923.0,75.0,72.0,22.0,80.0,58.0,1118.0,165.0
Romelu Lukaku,BEL,FW,Roma,30.0,29.3,32,13.0,3.0,64.0,27.0,9.8,9.0,1.5,67.0,9.0,438.0,621.0,70.5,6.0,0.0,19.0,26.0,1.0,2.0,3.0,5.0,11.0,29.0,56.0,0.0,37.0,30000000.0,843.0,22.0,59.0,346.0,448.0,141.0,842.0,24.0,11.0,45.8,13.0,54.2,500.0,2060.0,1019.0,37.0,24.0,22.0,52.0,32.0,667.0,234.0
Ross Barkley,ENG,MF,Luton Town,29.0,29.1,32,5.0,4.0,66.0,19.0,4.1,4.1,2.7,104.0,11.0,1218.0,1474.0,82.6,47.0,25.0,51.0,31.0,16.0,21.0,10.0,19.0,66.0,44.0,67.0,11.0,163.0,8000000.0,1778.0,73.0,374.0,1012.0,430.0,39.0,1778.0,104.0,66.0,63.5,34.0,32.7,1006.0,6416.0,2807.0,48.0,49.0,4.0,27.0,56.0,1115.0,39.0
Ruben Aguilar,FRA,DF,Lens,30.0,21.4,25,1.0,3.0,12.0,4.0,1.4,1.4,4.0,47.0,5.0,1044.0,1282.0,81.4,53.0,26.0,46.0,35.0,27.0,23.0,3.0,31.0,6.0,26.0,43.0,1.0,110.0,5000000.0,1533.0,64.0,326.0,699.0,518.0,38.0,1533.0,20.0,6.0,30.0,12.0,60.0,1039.0,5334.0,2333.0,36.0,37.0,2.0,31.0,10.0,970.0,162.0
Ruben Loftus-Cheek,ENG,MF,Milan,27.0,23.0,29,6.0,1.0,40.0,14.0,3.7,3.7,2.0,51.0,6.0,619.0,733.0,84.4,28.0,9.0,10.0,8.0,7.0,14.0,7.0,18.0,30.0,25.0,45.0,0.0,74.0,25000000.0,953.0,27.0,122.0,494.0,356.0,64.0,953.0,56.0,30.0,53.6,20.0,35.7,581.0,4166.0,2373.0,73.0,63.0,9.0,35.0,22.0,717.0,113.0
Rubén García,ESP,"FW,MF",Osasuna,30.0,17.2,30,3.0,2.0,28.0,10.0,2.3,2.3,3.5,65.0,5.0,519.0,774.0,67.1,32.0,12.0,23.0,32.0,8.0,17.0,7.0,18.0,18.0,31.0,36.0,14.0,59.0,2500000.0,951.0,19.0,125.0,365.0,466.0,40.0,951.0,31.0,18.0,58.1,9.0,29.0,473.0,2042.0,730.0,16.0,26.0,4.0,31.0,23.0,647.0,117.0
Rubén García,ESP,"FW,MF",Osasuna,30.0,17.2,30,3.0,2.0,28.0,10.0,2.3,2.3,3.5,65.0,5.0,519.0,774.0,67.1,32.0,12.0,23.0,32.0,8.0,17.0,7.0,18.0,18.0,31.0,36.0,14.0,59.0,2500000.0,951.0,19.0,125.0,365.0,466.0,40.0,951.0,31.0,18.0,58.1,9.0,29.0,473.0,2042.0,730.0,16.0,26.0,4.0,31.0,23.0,647.0,117.0
Rubén García,ESP,"FW,MF",Osasuna,30.0,17.2,30,3.0,2.0,28.0,10.0,2.3,2.3,3.5,65.0,5.0,519.0,774.0,67.1,32.0,12.0,23.0,32.0,8.0,17.0,7.0,18.0,18.0,31.0,36.0,14.0,59.0,200000.0,951.0,19.0,125.0,365.0,466.0,40.0,951.0,31.0,18.0,58.1,9.0,29.0,473.0,2042.0,730.0,16.0,26.0,4.0,31.0,23.0,647.0,117.0
Rubén García,ESP,"FW,MF",Osasuna,30.0,17.2,30,3.0,2.0,28.0,10.0,2.3,2.3,3.5,65.0,5.0,519.0,774.0,67.1,32.0,12.0,23.0,32.0,8.0,17.0,7.0,18.0,18.0,31.0,36.0,14.0,59.0,200000.0,951.0,19.0,125.0,365.0,466.0,40.0,951.0,31.0,18.0,58.1,9.0,29.0,473.0,2042.0,730.0,16.0,26.0,4.0,31.0,23.0,647.0,117.0
Rubén Peña,ESP,"DF,FW",Osasuna,32.0,23.2,29,0.0,2.0,17.0,5.0,0.9,0.9,3.0,61.0,3.0,626.0,955.0,65.5,47.0,30.0,39.0,38.0,22.0,18.0,7.0,25.0,35.0,28.0,49.0,1.0,78.0,2200000.0,1241.0,49.0,290.0,501.0,468.0,41.0,1241.0,73.0,35.0,47.9,33.0,45.2,608.0,3824.0,1843.0,62.0,43.0,9.0,45.0,33.0,670.0,147.0
Rui Patrício,POR,GK,Roma,35.0,23.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,630.0,78.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,657.0,612.0,656.0,1.0,0.0,0.0,657.0,0.0,0.0,,0.0,,349.0,1704.0,1021.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0
Rui Silva,POR,GK,Betis,29.0,27.5,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,669.0,958.0,69.8,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,8000000.0,1017.0,841.0,1012.0,5.0,0.0,0.0,1017.0,1.0,1.0,100.0,0.0,0.0,558.0,3004.0,1563.0,0.0,0.0,0.0,0.0,0.0,435.0,1.0
Ruslan Malinovskyi,UKR,MF,Genoa,30.0,17.2,28,4.0,1.0,39.0,13.0,1.1,1.1,0.7,34.0,2.0,573.0,719.0,79.7,35.0,5.0,16.0,13.0,18.0,11.0,6.0,20.0,10.0,11.0,23.0,3.0,83.0,5000000.0,891.0,27.0,191.0,503.0,211.0,4.0,891.0,27.0,10.0,37.0,13.0,48.1,532.0,3228.0,1398.0,24.0,28.0,0.0,22.0,22.0,605.0,31.0
Ryan Christie,SCO,MF,Bournemouth,28.0,32.3,37,0.0,5.0,43.0,13.0,2.3,2.3,5.4,117.0,6.0,988.0,1300.0,76.0,86.0,52.0,53.0,26.0,34.0,35.0,17.0,44.0,51.0,55.0,88.0,8.0,167.0,12000000.0,1737.0,88.0,339.0,876.0,564.0,69.0,1737.0,98.0,51.0,52.0,41.0,41.8,933.0,5769.0,2681.0,60.0,58.0,14.0,58.0,47.0,987.0,78.0
Ryan Gravenberch,NED,MF,Liverpool,21.0,12.5,26,1.0,0.0,23.0,8.0,2.0,2.0,1.4,44.0,0.0,415.0,504.0,82.3,26.0,14.0,11.0,14.0,5.0,13.0,8.0,12.0,23.0,16.0,36.0,0.0,78.0,40000000.0,696.0,17.0,84.0,347.0,272.0,42.0,696.0,50.0,23.0,46.0,22.0,44.0,432.0,2458.0,1369.0,39.0,28.0,10.0,46.0,13.0,472.0,71.0
Ryan Yates,ENG,MF,Nott'ham Forest,25.0,22.1,35,1.0,1.0,32.0,7.0,2.6,2.6,0.6,30.0,4.0,658.0,827.0,79.6,66.0,21.0,44.0,23.0,39.0,21.0,6.0,39.0,4.0,7.0,22.0,0.0,73.0,12000000.0,1124.0,60.0,342.0,556.0,234.0,45.0,1124.0,9.0,4.0,44.4,4.0,44.4,457.0,2027.0,942.0,18.0,15.0,0.0,24.0,10.0,559.0,37.0
Rémy Cabella,FRA,"FW,MF",Lille,33.0,16.4,30,2.0,2.0,33.0,14.0,5.2,5.2,3.6,76.0,10.0,732.0,908.0,80.6,54.0,5.0,5.0,15.0,19.0,20.0,15.0,36.0,21.0,32.0,47.0,16.0,106.0,3500000.0,1111.0,12.0,109.0,497.0,520.0,80.0,1111.0,48.0,21.0,43.8,24.0,50.0,835.0,5230.0,2393.0,72.0,52.0,22.0,28.0,16.0,782.0,160.0
Rúben Dias,POR,DF,Manchester City,26.0,28.4,30,0.0,0.0,20.0,8.0,1.4,1.4,1.9,35.0,4.0,2469.0,2635.0,93.7,39.0,30.0,77.0,8.0,14.0,21.0,4.0,20.0,0.0,7.0,28.0,0.0,173.0,80000000.0,2877.0,231.0,1002.0,1600.0,282.0,34.0,2877.0,1.0,0.0,0.0,1.0,100.0,1996.0,10862.0,6693.0,34.0,70.0,1.0,10.0,7.0,2301.0,16.0
Răzvan Marin,ROU,MF,Empoli,27.0,20.2,30,0.0,3.0,35.0,9.0,1.1,1.1,2.9,68.0,6.0,671.0,907.0,74.0,40.0,6.0,30.0,11.0,13.0,23.0,4.0,22.0,15.0,33.0,39.0,22.0,72.0,3500000.0,1101.0,36.0,230.0,591.0,289.0,15.0,1101.0,30.0,15.0,50.0,14.0,46.7,544.0,2691.0,1243.0,21.0,17.0,5.0,24.0,19.0,654.0,24.0
Saba Sazonov,GEO,DF,Torino,21.0,4.0,12,0.0,0.0,1.0,0.0,0.2,0.2,0.0,2.0,0.0,163.0,187.0,87.2,9.0,3.0,22.0,1.0,4.0,5.0,0.0,7.0,0.0,1.0,2.0,0.0,8.0,2800000.0,242.0,27.0,147.0,91.0,5.0,1.0,242.0,0.0,0.0,,0.0,,136.0,710.0,290.0,0.0,0.0,0.0,3.0,0.0,143.0,0.0
Salih Özcan,TUR,MF,Dortmund,25.0,13.2,23,0.0,0.0,5.0,2.0,0.2,0.2,0.8,23.0,4.0,680.0,794.0,85.6,20.0,17.0,18.0,13.0,11.0,8.0,1.0,12.0,6.0,11.0,22.0,0.0,57.0,10000000.0,933.0,34.0,212.0,613.0,111.0,3.0,933.0,11.0,6.0,54.5,4.0,36.4,486.0,2247.0,1091.0,16.0,15.0,0.0,13.0,7.0,617.0,24.0
Sam Beukema,NED,DF,Bologna,24.0,28.3,30,1.0,1.0,12.0,4.0,1.9,1.9,0.7,21.0,1.0,1842.0,2055.0,89.6,27.0,15.0,99.0,13.0,14.0,11.0,2.0,11.0,4.0,7.0,19.0,0.0,76.0,18000000.0,2283.0,291.0,1170.0,1060.0,61.0,14.0,2283.0,8.0,4.0,50.0,2.0,25.0,1457.0,8540.0,4162.0,14.0,10.0,1.0,6.0,3.0,1679.0,5.0
Sam Johnstone,ENG,GK,Crystal Palace,30.0,20.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,343.0,599.0,57.3,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10000000.0,640.0,539.0,637.0,3.0,0.0,0.0,640.0,0.0,0.0,,0.0,,350.0,2039.0,1281.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0
Samu Omorodion,ESP,FW,Alavés,19.0,21.3,34,8.0,1.0,64.0,24.0,10.8,10.8,0.6,31.0,3.0,232.0,322.0,72.0,6.0,1.0,14.0,8.0,1.0,4.0,1.0,3.0,22.0,16.0,19.0,0.0,18.0,35000000.0,600.0,18.0,38.0,289.0,282.0,107.0,600.0,57.0,22.0,38.6,33.0,57.9,344.0,1689.0,668.0,30.0,17.0,24.0,89.0,36.0,434.0,100.0
Samuel Chukwueze,NGA,FW,Milan,24.0,11.3,24,1.0,3.0,28.0,8.0,1.7,1.7,2.7,48.0,7.0,330.0,421.0,78.4,18.0,6.0,3.0,11.0,11.0,5.0,2.0,7.0,21.0,20.0,32.0,0.0,51.0,20000000.0,576.0,5.0,66.0,237.0,278.0,59.0,576.0,62.0,21.0,33.9,34.0,54.8,407.0,2601.0,1337.0,52.0,27.0,24.0,29.0,15.0,436.0,135.0
Samuel Gigot,FRA,DF,Marseille,29.0,19.2,21,3.0,0.0,19.0,9.0,2.4,2.4,0.5,27.0,4.0,846.0,964.0,87.8,33.0,25.0,93.0,7.0,16.0,13.0,4.0,22.0,3.0,7.0,17.0,3.0,54.0,5000000.0,1189.0,192.0,560.0,543.0,90.0,37.0,1189.0,5.0,3.0,60.0,2.0,40.0,776.0,4259.0,2453.0,10.0,17.0,2.0,9.0,2.0,710.0,8.0
Samuel Grandsir,FRA,"MF,FW",Le Havre,26.0,6.7,23,1.0,1.0,14.0,5.0,2.6,1.9,1.4,31.0,2.0,209.0,292.0,71.6,16.0,3.0,3.0,20.0,5.0,9.0,2.0,12.0,7.0,14.0,20.0,5.0,35.0,1500000.0,374.0,2.0,39.0,141.0,197.0,24.0,373.0,24.0,7.0,29.2,16.0,66.7,285.0,1909.0,743.0,22.0,23.0,8.0,12.0,10.0,274.0,68.0
Samuel Iling-Junior,ENG,"DF,MF",Juventus,19.0,9.0,24,1.0,2.0,9.0,4.0,0.7,0.7,1.6,32.0,5.0,330.0,433.0,76.2,23.0,6.0,19.0,17.0,9.0,11.0,3.0,13.0,7.0,19.0,20.0,9.0,25.0,13000000.0,561.0,26.0,125.0,220.0,219.0,23.0,561.0,22.0,7.0,31.8,14.0,63.6,306.0,1708.0,823.0,29.0,15.0,8.0,17.0,12.0,343.0,64.0
Samuel Lino,BRA,"DF,MF",Atlético Madrid,23.0,23.1,34,4.0,5.0,54.0,21.0,5.6,5.6,3.5,77.0,12.0,816.0,1015.0,80.4,61.0,14.0,27.0,35.0,32.0,17.0,12.0,34.0,40.0,34.0,54.0,1.0,84.0,30000000.0,1317.0,43.0,282.0,509.0,557.0,107.0,1317.0,75.0,40.0,53.3,28.0,37.3,872.0,6156.0,3739.0,131.0,81.0,44.0,42.0,35.0,958.0,215.0
Samuel Moutoussamy,COD,MF,Nantes,26.0,12.3,26,1.0,0.0,15.0,5.0,1.8,1.8,1.1,32.0,2.0,417.0,498.0,83.7,38.0,11.0,13.0,7.0,14.0,17.0,7.0,20.0,5.0,11.0,28.0,0.0,59.0,2500000.0,634.0,20.0,144.0,361.0,134.0,21.0,634.0,12.0,5.0,41.7,6.0,50.0,446.0,2333.0,1197.0,20.0,17.0,2.0,19.0,9.0,393.0,33.0
Samuele Birindelli,ITA,DF,Monza,24.0,22.4,35,0.0,2.0,25.0,9.0,1.1,1.1,2.4,43.0,4.0,902.0,1104.0,81.7,28.0,18.0,48.0,31.0,16.0,7.0,5.0,19.0,12.0,24.0,35.0,0.0,70.0,3500000.0,1320.0,63.0,412.0,557.0,364.0,43.0,1320.0,30.0,12.0,40.0,15.0,50.0,766.0,4352.0,2314.0,63.0,40.0,11.0,35.0,9.0,885.0,122.0
Samuele Ricci,ITA,MF,Torino,21.0,26.6,32,1.0,2.0,30.0,5.0,1.3,1.3,2.4,68.0,7.0,1121.0,1310.0,85.6,33.0,27.0,25.0,21.0,17.0,12.0,4.0,18.0,9.0,26.0,50.0,8.0,122.0,28000000.0,1516.0,41.0,235.0,929.0,363.0,28.0,1516.0,29.0,9.0,31.0,18.0,62.1,944.0,5327.0,2405.0,47.0,35.0,7.0,20.0,12.0,1050.0,73.0
Samuele Vignato,ITA,"MF,FW",Monza,19.0,3.8,10,1.0,0.0,7.0,4.0,1.7,1.7,0.2,11.0,0.0,107.0,128.0,83.6,6.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,5.0,4.0,7.0,2.0,13.0,3500000.0,168.0,0.0,23.0,83.0,67.0,12.0,168.0,9.0,5.0,55.6,4.0,44.4,109.0,671.0,348.0,13.0,8.0,6.0,11.0,6.0,124.0,20.0
Sander Berge,NOR,MF,Burnley,25.0,33.4,37,1.0,2.0,25.0,3.0,1.9,1.9,1.6,67.0,8.0,1376.0,1562.0,88.1,76.0,23.0,60.0,14.0,35.0,36.0,5.0,46.0,20.0,29.0,63.0,0.0,164.0,20000000.0,1887.0,133.0,494.0,997.0,414.0,41.0,1887.0,41.0,20.0,48.8,16.0,39.0,1076.0,6419.0,3091.0,64.0,57.0,9.0,23.0,23.0,1233.0,29.0
Sandi Lovrić,SVN,MF,Udinese,25.0,22.1,29,1.0,3.0,43.0,12.0,3.5,3.5,3.0,78.0,7.0,543.0,718.0,75.6,25.0,21.0,24.0,17.0,9.0,11.0,5.0,12.0,17.0,43.0,48.0,21.0,80.0,8000000.0,939.0,31.0,169.0,444.0,347.0,35.0,939.0,32.0,17.0,53.1,14.0,43.8,521.0,3157.0,1735.0,52.0,35.0,10.0,30.0,20.0,546.0,80.0
Sandro Ramírez,ESP,FW,Las Palmas,28.0,20.1,27,1.0,3.0,51.0,18.0,3.7,3.0,3.0,77.0,5.0,516.0,690.0,74.8,12.0,4.0,14.0,24.0,4.0,6.0,2.0,8.0,22.0,32.0,41.0,17.0,54.0,1500000.0,901.0,17.0,68.0,328.0,515.0,81.0,900.0,54.0,22.0,40.7,25.0,46.3,543.0,3118.0,1302.0,61.0,26.0,30.0,65.0,23.0,656.0,209.0
Santi Comesaña,ESP,MF,Villarreal,26.0,18.4,27,2.0,0.0,17.0,7.0,1.9,1.9,1.3,37.0,3.0,752.0,868.0,86.6,44.0,22.0,27.0,8.0,15.0,21.0,8.0,26.0,21.0,12.0,31.0,1.0,92.0,8000000.0,1077.0,61.0,265.0,593.0,229.0,32.0,1077.0,32.0,21.0,65.6,11.0,34.4,510.0,2802.0,1414.0,23.0,25.0,7.0,22.0,19.0,734.0,48.0
Santiago Bueno,URU,DF,Wolves,24.0,9.1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,426.0,480.0,88.8,13.0,6.0,33.0,5.0,5.0,7.0,1.0,7.0,1.0,2.0,5.0,0.0,11.0,8000000.0,566.0,77.0,301.0,250.0,18.0,1.0,566.0,1.0,1.0,100.0,0.0,0.0,330.0,1726.0,988.0,3.0,5.0,0.0,1.0,2.0,400.0,2.0
Santiago Pierotti,ARG,"MF,FW",Lecce,22.0,2.2,11,0.0,2.0,7.0,3.0,0.5,0.5,0.6,12.0,2.0,48.0,67.0,71.6,8.0,1.0,0.0,2.0,2.0,5.0,1.0,8.0,7.0,2.0,5.0,0.0,5.0,2500000.0,110.0,0.0,7.0,56.0,50.0,13.0,110.0,11.0,7.0,63.6,4.0,36.4,64.0,322.0,91.0,4.0,3.0,4.0,10.0,5.0,74.0,20.0
Sasa Kalajdzic,AUT,FW,Wolves,26.0,1.8,11,2.0,0.0,4.0,2.0,1.1,1.1,0.3,5.0,0.0,38.0,60.0,63.3,6.0,1.0,6.0,0.0,3.0,2.0,1.0,2.0,1.0,4.0,5.0,0.0,5.0,5000000.0,88.0,5.0,20.0,44.0,24.0,7.0,88.0,1.0,1.0,100.0,0.0,0.0,46.0,143.0,48.0,1.0,1.0,0.0,2.0,5.0,68.0,9.0
Saïd Benrahma,ALG,"FW,MF",West Ham,27.0,6.9,13,0.0,1.0,18.0,5.0,1.8,1.0,0.8,26.0,1.0,193.0,257.0,75.1,8.0,5.0,7.0,9.0,5.0,3.0,0.0,4.0,14.0,11.0,23.0,0.0,28.0,15000000.0,355.0,11.0,65.0,128.0,168.0,35.0,354.0,38.0,14.0,36.8,21.0,55.3,238.0,1687.0,790.0,28.0,17.0,15.0,14.0,8.0,245.0,70.0
Saúl Coco,EQG,DF,Las Palmas,24.0,25.5,30,1.0,0.0,20.0,4.0,1.1,1.1,0.2,6.0,0.0,1257.0,1422.0,88.4,32.0,20.0,120.0,8.0,25.0,7.0,0.0,19.0,3.0,1.0,5.0,0.0,69.0,14000000.0,1700.0,193.0,873.0,800.0,30.0,11.0,1700.0,10.0,3.0,30.0,3.0,30.0,1005.0,4456.0,2391.0,9.0,6.0,0.0,10.0,9.0,1132.0,1.0
Saúl Ñíguez,ESP,MF,Atlético Madrid,28.0,15.3,34,1.0,4.0,16.0,4.0,1.5,1.5,2.1,31.0,6.0,549.0,682.0,80.5,64.0,14.0,56.0,10.0,29.0,29.0,6.0,39.0,8.0,14.0,28.0,0.0,34.0,5000000.0,940.0,67.0,255.0,480.0,210.0,36.0,940.0,15.0,8.0,53.3,5.0,33.3,429.0,2054.0,908.0,21.0,17.0,1.0,27.0,14.0,596.0,43.0
Saša Lukić,SRB,MF,Fulham,26.0,12.5,24,1.0,0.0,13.0,3.0,1.6,1.6,0.5,27.0,0.0,428.0,496.0,86.3,33.0,16.0,19.0,7.0,9.0,17.0,7.0,19.0,5.0,11.0,19.0,0.0,43.0,10000000.0,625.0,36.0,167.0,361.0,109.0,23.0,625.0,8.0,5.0,62.5,3.0,37.5,342.0,1634.0,776.0,12.0,12.0,1.0,11.0,10.0,374.0,27.0
Scott McTominay,SCO,"MF,FW",Manchester Utd,26.0,21.1,32,7.0,1.0,44.0,19.0,5.7,5.7,0.5,26.0,2.0,528.0,655.0,80.6,49.0,14.0,54.0,19.0,23.0,24.0,2.0,25.0,8.0,11.0,18.0,0.0,64.0,32000000.0,927.0,78.0,235.0,478.0,225.0,53.0,927.0,21.0,8.0,38.1,10.0,47.6,485.0,2221.0,1032.0,29.0,22.0,4.0,29.0,23.0,572.0,47.0
