Player,Nation,Pos,Squad,Age,90s,MP,Gls,Ast,Sh,SoT,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,Tkl,Int,Clr,Blocks,Def 3rd,Mid 3rd,Att 3rd,TklW,Succ_x,KP,PassLive,PassDead,PrgP,market_value_in_eur,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ_y,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,PrgC,1/3_possession,CPA,Mis,Dis,Rec,PrgR
Billy Gilmour,SCO,MF,Brighton,22.0,23.6,30,0.0,1.0,25.0,5.0,1.0,1.0,2.5,69.0,6.0,1915.0,2107.0,90.9,26.0,11.0,14.0,15.0,14.0,10.0,2.0,16.0,8.0,22.0,59.0,5.0,193.0,18000000.0,2277.0,67.0,447.0,1425.0,417.0,12.0,2277.0,23.0,8.0,34.8,13.0,56.5,1410.0,6287.0,3120.0,39.0,53.0,0.0,28.0,9.0,1871.0,33.0
Borja Iglesias,ESP,FW,Betis,30.0,4.5,11,0.0,1.0,10.0,0.0,0.6,0.6,0.7,20.0,1.0,83.0,101.0,82.2,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,17.0,0.0,12.0,5000000.0,141.0,2.0,2.0,60.0,82.0,22.0,141.0,2.0,1.0,50.0,1.0,50.0,77.0,373.0,140.0,5.0,5.0,2.0,15.0,4.0,113.0,32.0
Borja Mayoral,ESP,FW,Getafe,26.0,23.9,27,15.0,1.0,43.0,23.0,11.9,8.7,1.3,54.0,6.0,422.0,558.0,75.6,9.0,4.0,16.0,26.0,2.0,2.0,5.0,5.0,18.0,20.0,43.0,0.0,67.0,15000000.0,775.0,16.0,51.0,377.0,352.0,71.0,771.0,43.0,18.0,41.9,22.0,51.2,481.0,2206.0,912.0,27.0,29.0,11.0,69.0,28.0,588.0,100.0
Boubacar Kamara,FRA,MF,Aston Villa,23.0,18.4,20,0.0,1.0,5.0,1.0,0.1,0.1,1.4,38.0,3.0,922.0,1035.0,89.1,43.0,21.0,16.0,13.0,16.0,21.0,6.0,29.0,14.0,20.0,33.0,0.0,83.0,38000000.0,1195.0,50.0,305.0,720.0,186.0,13.0,1195.0,30.0,14.0,46.7,12.0,40.0,769.0,3527.0,1663.0,19.0,22.0,1.0,19.0,13.0,880.0,10.0
Boubacar Traoré,MLI,MF,Wolves,21.0,9.1,24,0.0,0.0,11.0,1.0,0.3,0.3,0.3,13.0,2.0,383.0,455.0,84.2,35.0,5.0,7.0,7.0,16.0,17.0,2.0,23.0,10.0,6.0,12.0,0.0,29.0,6000000.0,556.0,17.0,128.0,346.0,89.0,3.0,556.0,15.0,10.0,66.7,4.0,26.7,283.0,1417.0,567.0,9.0,14.0,1.0,13.0,17.0,363.0,15.0
Boubakary Soumaré,FRA,MF,Sevilla,24.0,25.4,28,0.0,1.0,1.0,0.0,0.0,0.0,0.7,29.0,2.0,1109.0,1232.0,90.0,39.0,26.0,20.0,15.0,24.0,14.0,1.0,28.0,21.0,8.0,28.0,0.0,102.0,14000000.0,1421.0,61.0,396.0,876.0,160.0,5.0,1421.0,31.0,21.0,67.7,5.0,16.1,776.0,3843.0,1913.0,29.0,15.0,2.0,31.0,14.0,1023.0,22.0
Boulaye Dia,SEN,"FW,MF",Salernitana,26.0,12.7,17,4.0,0.0,28.0,9.0,3.9,3.1,0.5,26.0,0.0,204.0,244.0,83.6,4.0,3.0,7.0,5.0,2.0,2.0,0.0,2.0,14.0,10.0,21.0,0.0,22.0,15000000.0,382.0,14.0,44.0,185.0,162.0,35.0,381.0,43.0,14.0,32.6,27.0,62.8,276.0,1722.0,648.0,18.0,17.0,6.0,37.0,28.0,296.0,57.0
Bradley Locko,FRA,DF,Brest,21.0,32.9,33,0.0,3.0,12.0,2.0,0.3,0.3,1.9,63.0,7.0,1544.0,1852.0,83.4,97.0,40.0,69.0,32.0,57.0,34.0,6.0,55.0,56.0,24.0,49.0,2.0,129.0,12000000.0,2269.0,112.0,666.0,1101.0,544.0,21.0,2269.0,118.0,56.0,47.5,52.0,44.1,1466.0,8974.0,4389.0,83.0,62.0,4.0,68.0,28.0,1308.0,162.0
Brahim Díaz,MAR,"FW,MF",Real Madrid,23.0,17.2,31,8.0,6.0,38.0,17.0,5.7,5.7,4.7,75.0,18.0,624.0,740.0,84.3,29.0,5.0,2.0,12.0,4.0,16.0,9.0,19.0,55.0,30.0,49.0,2.0,75.0,40000000.0,971.0,8.0,51.0,400.0,540.0,93.0,971.0,109.0,55.0,50.5,49.0,45.0,694.0,4465.0,2408.0,76.0,61.0,32.0,48.0,42.0,801.0,166.0
Brais Méndez,ESP,"MF,FW",Real Sociedad,26.0,26.8,32,5.0,6.0,66.0,15.0,4.2,4.2,4.4,101.0,16.0,942.0,1244.0,75.7,42.0,12.0,21.0,35.0,13.0,20.0,9.0,28.0,24.0,40.0,57.0,20.0,128.0,40000000.0,1559.0,36.0,162.0,851.0,562.0,63.0,1559.0,59.0,24.0,40.7,31.0,52.5,884.0,4030.0,1902.0,45.0,40.0,15.0,57.0,30.0,1113.0,121.0
Brajan Gruda,GER,"MF,FW",Mainz 05,19.0,18.2,28,4.0,3.0,30.0,12.0,3.5,3.5,5.1,103.0,5.0,425.0,658.0,64.6,22.0,5.0,4.0,24.0,5.0,11.0,6.0,14.0,69.0,43.0,64.0,13.0,71.0,25000000.0,937.0,9.0,72.0,362.0,541.0,93.0,937.0,148.0,69.0,46.6,63.0,42.6,577.0,4888.0,2497.0,100.0,55.0,44.0,70.0,49.0,623.0,167.0
Brendan Chardonnet,FRA,DF,Brest,28.0,33.0,33,1.0,1.0,18.0,3.0,1.5,1.5,1.3,28.0,4.0,1511.0,1824.0,82.8,57.0,53.0,139.0,14.0,33.0,22.0,2.0,34.0,2.0,10.0,24.0,1.0,115.0,8000000.0,2188.0,242.0,1105.0,1017.0,81.0,30.0,2188.0,8.0,2.0,25.0,4.0,50.0,1524.0,9116.0,5074.0,25.0,14.0,0.0,15.0,4.0,1388.0,8.0
Brennan Johnson,WAL,FW,Tottenham,22.0,23.2,32,5.0,10.0,50.0,19.0,10.3,10.3,4.5,70.0,13.0,519.0,728.0,71.3,26.0,10.0,12.0,37.0,14.0,5.0,7.0,15.0,25.0,45.0,55.0,0.0,72.0,48000000.0,977.0,14.0,94.0,316.0,578.0,154.0,977.0,71.0,25.0,35.2,39.0,54.9,637.0,3904.0,2060.0,97.0,35.0,48.0,35.0,19.0,748.0,293.0
Brice Samba,FRA,GK,Lens,29.0,33.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.0,1.0,880.0,1122.0,78.4,1.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,1.0,4.0,15000000.0,1194.0,917.0,1173.0,22.0,0.0,0.0,1194.0,0.0,0.0,,0.0,,861.0,4654.0,2662.0,0.0,0.0,0.0,2.0,0.0,600.0,0.0
Bruno Fernandes,POR,"MF,FW",Manchester Utd,28.0,34.6,35,10.0,8.0,90.0,35.0,10.0,6.1,10.2,210.0,19.0,1590.0,2179.0,73.0,68.0,27.0,50.0,62.0,27.0,25.0,16.0,38.0,19.0,114.0,143.0,48.0,297.0,65000000.0,2585.0,96.0,414.0,1069.0,1126.0,105.0,2580.0,44.0,19.0,43.2,21.0,47.7,1367.0,6155.0,3408.0,86.0,61.0,23.0,48.0,35.0,1715.0,182.0
Bruno Guimarães,BRA,MF,Newcastle Utd,25.0,36.3,37,7.0,8.0,48.0,16.0,4.8,4.8,6.3,143.0,19.0,1941.0,2313.0,83.9,88.0,35.0,20.0,31.0,45.0,32.0,11.0,53.0,72.0,62.0,110.0,8.0,283.0,85000000.0,2734.0,90.0,573.0,1482.0,722.0,75.0,2734.0,132.0,72.0,54.5,41.0,31.1,1842.0,10297.0,4241.0,65.0,73.0,19.0,61.0,70.0,2107.0,73.0
Bryan Cristante,ITA,"MF,DF",Roma,28.0,36.5,37,3.0,4.0,54.0,8.0,4.0,4.0,3.1,82.0,16.0,1785.0,2178.0,82.0,72.0,25.0,55.0,43.0,33.0,28.0,11.0,41.0,17.0,30.0,69.0,0.0,234.0,20000000.0,2494.0,88.0,577.0,1504.0,425.0,80.0,2494.0,26.0,17.0,65.4,8.0,30.8,1438.0,7211.0,3544.0,47.0,52.0,4.0,27.0,21.0,1860.0,80.0
Bryan Gil,ESP,"FW,MF",Tottenham,22.0,2.3,11,0.0,0.0,4.0,1.0,0.8,0.8,0.3,9.0,1.0,127.0,157.0,80.9,1.0,3.0,4.0,7.0,0.0,0.0,1.0,0.0,8.0,4.0,8.0,0.0,16.0,14000000.0,191.0,3.0,25.0,66.0,101.0,18.0,191.0,11.0,8.0,72.7,3.0,27.3,137.0,746.0,340.0,11.0,6.0,5.0,9.0,7.0,155.0,49.0
Bryan Mbeumo,CMR,FW,Brentford,23.0,21.8,25,9.0,6.0,50.0,16.0,9.8,7.4,5.6,82.0,10.0,511.0,765.0,66.8,15.0,7.0,13.0,29.0,6.0,6.0,3.0,10.0,26.0,32.0,45.0,23.0,88.0,40000000.0,1045.0,26.0,108.0,350.0,599.0,111.0,1042.0,78.0,26.0,33.3,42.0,53.8,667.0,4326.0,2115.0,74.0,52.0,38.0,67.0,39.0,727.0,195.0
Bryan Zaragoza,ESP,"MF,FW",Granada,22.0,18.2,21,6.0,2.0,33.0,18.0,3.8,3.0,4.2,69.0,5.0,248.0,444.0,55.9,18.0,3.0,3.0,27.0,8.0,6.0,4.0,9.0,53.0,22.0,33.0,8.0,36.0,12000000.0,680.0,1.0,67.0,242.0,386.0,74.0,679.0,129.0,53.0,41.1,65.0,50.4,482.0,4318.0,2393.0,100.0,61.0,37.0,53.0,11.0,501.0,127.0
Bukayo Saka,ENG,FW,Arsenal,21.0,32.4,35,16.0,9.0,102.0,31.0,15.5,10.8,11.0,188.0,21.0,1143.0,1512.0,75.6,66.0,15.0,24.0,50.0,22.0,24.0,20.0,35.0,49.0,91.0,137.0,26.0,126.0,140000000.0,1952.0,37.0,182.0,474.0,1310.0,271.0,1946.0,122.0,49.0,40.2,54.0,44.3,1223.0,7180.0,3728.0,155.0,68.0,72.0,56.0,53.0,1393.0,508.0
Caleb Ekuban,GHA,FW,Genoa,29.0,12.6,29,4.0,1.0,27.0,12.0,2.9,2.9,0.7,35.0,3.0,138.0,211.0,65.4,8.0,1.0,7.0,10.0,2.0,4.0,2.0,4.0,10.0,16.0,17.0,0.0,15.0,1500000.0,385.0,10.0,32.0,150.0,208.0,52.0,385.0,22.0,10.0,45.5,11.0,50.0,246.0,1057.0,373.0,14.0,8.0,9.0,55.0,17.0,297.0,93.0
Caleb Okoli,ITA,DF,Frosinone,22.0,32.4,34,0.0,1.0,13.0,3.0,0.6,0.6,0.3,21.0,2.0,1407.0,1720.0,81.8,56.0,29.0,156.0,16.0,33.0,22.0,1.0,34.0,2.0,5.0,17.0,0.0,118.0,12000000.0,2074.0,252.0,1086.0,932.0,68.0,22.0,2074.0,5.0,2.0,40.0,3.0,60.0,1089.0,6303.0,3646.0,22.0,9.0,2.0,20.0,4.0,1203.0,4.0
Callum Hudson-Odoi,ENG,"FW,MF",Nott'ham Forest,22.0,20.6,29,8.0,1.0,38.0,20.0,2.7,2.7,2.5,82.0,6.0,574.0,736.0,78.0,18.0,7.0,12.0,17.0,4.0,5.0,9.0,8.0,43.0,36.0,63.0,4.0,58.0,22000000.0,930.0,19.0,129.0,297.0,523.0,77.0,930.0,80.0,43.0,53.8,27.0,33.8,646.0,5044.0,3054.0,111.0,57.0,39.0,34.0,33.0,701.0,171.0
Callum Wilson,ENG,FW,Newcastle Utd,31.0,11.0,20,9.0,1.0,33.0,18.0,8.8,7.2,0.6,22.0,4.0,105.0,163.0,64.4,5.0,2.0,4.0,17.0,0.0,2.0,3.0,3.0,14.0,8.0,12.0,0.0,9.0,13000000.0,304.0,6.0,11.0,132.0,168.0,77.0,302.0,32.0,14.0,43.8,15.0,46.9,212.0,1020.0,322.0,11.0,8.0,13.0,47.0,35.0,254.0,77.0
Calvin Bassey,NGA,DF,Fulham,23.0,25.6,29,1.0,0.0,5.0,1.0,0.3,0.3,0.2,15.0,2.0,1440.0,1674.0,86.0,49.0,28.0,84.0,20.0,33.0,15.0,1.0,29.0,11.0,1.0,13.0,0.0,62.0,16000000.0,1901.0,305.0,1054.0,830.0,37.0,9.0,1901.0,14.0,11.0,78.6,2.0,14.3,1179.0,6037.0,3035.0,15.0,11.0,2.0,12.0,8.0,1291.0,4.0
Cameron Archer,ENG,"FW,MF",Sheffield Utd,22.0,20.4,29,4.0,1.0,42.0,9.0,5.5,5.5,1.4,49.0,4.0,266.0,332.0,80.1,18.0,1.0,11.0,15.0,6.0,6.0,6.0,13.0,30.0,23.0,32.0,0.0,15.0,13000000.0,563.0,13.0,63.0,205.0,307.0,69.0,563.0,61.0,30.0,49.2,29.0,47.5,345.0,2186.0,984.0,33.0,29.0,22.0,61.0,45.0,386.0,113.0
Caoimhín Kelleher,IRL,GK,Liverpool,24.0,10.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,359.0,442.0,81.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,20000000.0,457.0,269.0,446.0,11.0,0.0,0.0,457.0,0.0,0.0,,0.0,,367.0,1742.0,1077.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0
Carl Starfelt,SWE,DF,Celta Vigo,28.0,24.6,27,1.0,0.0,12.0,5.0,1.4,1.4,0.1,6.0,1.0,907.0,1035.0,87.6,36.0,34.0,159.0,3.0,30.0,5.0,1.0,30.0,0.0,2.0,6.0,0.0,38.0,6000000.0,1333.0,262.0,847.0,459.0,32.0,17.0,1333.0,1.0,0.0,0.0,1.0,100.0,614.0,2485.0,1142.0,5.0,2.0,1.0,6.0,1.0,698.0,1.0
Carles Aleñá,ESP,MF,Getafe,25.0,11.3,29,1.0,1.0,16.0,5.0,1.2,1.2,1.0,36.0,2.0,308.0,396.0,77.8,24.0,4.0,13.0,12.0,7.0,14.0,3.0,8.0,6.0,18.0,21.0,12.0,23.0,3000000.0,546.0,14.0,74.0,251.0,223.0,22.0,546.0,28.0,6.0,21.4,20.0,71.4,308.0,1315.0,402.0,12.0,14.0,5.0,25.0,18.0,366.0,45.0
Carles Pérez,ESP,"MF,DF",Celta Vigo,25.0,8.6,16,1.0,1.0,24.0,6.0,1.2,1.2,0.8,29.0,3.0,201.0,259.0,77.6,13.0,5.0,8.0,8.0,6.0,5.0,2.0,5.0,14.0,10.0,20.0,0.0,18.0,3000000.0,393.0,9.0,55.0,147.0,200.0,25.0,393.0,37.0,14.0,37.8,18.0,48.6,264.0,1791.0,882.0,34.0,20.0,8.0,20.0,17.0,287.0,66.0
Carlos Augusto,BRA,DF,Inter,24.0,19.2,37,0.0,3.0,22.0,6.0,1.0,1.0,2.1,36.0,6.0,921.0,1099.0,83.8,29.0,16.0,52.0,25.0,20.0,9.0,0.0,21.0,12.0,19.0,29.0,4.0,54.0,22000000.0,1285.0,96.0,425.0,553.0,317.0,52.0,1285.0,21.0,12.0,57.1,6.0,28.6,733.0,3634.0,1863.0,42.0,32.0,12.0,21.0,14.0,876.0,88.0
Carlos Baleba,CMR,MF,Brighton,19.0,14.7,27,0.0,0.0,21.0,5.0,0.8,0.8,0.3,17.0,1.0,713.0,775.0,92.0,40.0,18.0,30.0,10.0,17.0,19.0,4.0,20.0,11.0,8.0,16.0,0.0,50.0,22000000.0,965.0,65.0,255.0,580.0,139.0,5.0,965.0,22.0,11.0,50.0,6.0,27.3,571.0,2903.0,1423.0,19.0,19.0,1.0,16.0,16.0,664.0,9.0
Carlos Soler,ESP,"MF,DF",Paris S-G,26.0,12.1,24,2.0,2.0,14.0,5.0,1.5,1.5,1.9,37.0,2.0,670.0,782.0,85.7,15.0,5.0,11.0,18.0,9.0,2.0,4.0,10.0,5.0,20.0,30.0,2.0,74.0,20000000.0,872.0,27.0,183.0,423.0,273.0,36.0,872.0,10.0,5.0,50.0,4.0,40.0,707.0,3403.0,1302.0,15.0,23.0,2.0,14.0,8.0,673.0,59.0
Carlos Vicente,ESP,FW,Alavés,24.0,12.4,18,2.0,4.0,15.0,8.0,2.3,2.3,2.9,48.0,5.0,201.0,357.0,56.3,16.0,4.0,9.0,20.0,7.0,7.0,2.0,6.0,15.0,33.0,26.0,13.0,23.0,8000000.0,499.0,7.0,63.0,172.0,268.0,41.0,499.0,39.0,15.0,38.5,23.0,59.0,221.0,1250.0,541.0,23.0,8.0,10.0,39.0,11.0,298.0,82.0
Carlos Vinícius,BRA,FW,Fulham,28.0,3.5,13,2.0,0.0,9.0,5.0,1.6,1.6,0.1,9.0,1.0,46.0,62.0,74.2,3.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,5.0,8.0,0.0,3.0,4000000.0,102.0,1.0,11.0,49.0,45.0,15.0,102.0,8.0,2.0,25.0,6.0,75.0,66.0,322.0,91.0,3.0,4.0,2.0,11.0,7.0,80.0,13.0
Casemiro,BRA,"MF,DF",Manchester Utd,31.0,22.0,25,1.0,2.0,39.0,9.0,3.5,3.5,1.2,41.0,4.0,1165.0,1425.0,81.8,83.0,18.0,71.0,18.0,43.0,32.0,8.0,56.0,9.0,16.0,35.0,2.0,112.0,15000000.0,1762.0,169.0,646.0,884.0,245.0,45.0,1762.0,18.0,9.0,50.0,8.0,44.4,984.0,3576.0,1729.0,12.0,22.0,1.0,15.0,17.0,1163.0,36.0
Castello Lukeba,FRA,DF,RB Leipzig,20.0,24.3,32,1.0,0.0,7.0,3.0,0.8,0.8,0.8,12.0,1.0,1726.0,1885.0,91.6,19.0,12.0,94.0,12.0,10.0,9.0,0.0,12.0,17.0,4.0,12.0,0.0,107.0,40000000.0,2114.0,191.0,955.0,1111.0,64.0,16.0,2114.0,31.0,17.0,54.8,6.0,19.4,1446.0,6629.0,3477.0,23.0,23.0,1.0,20.0,9.0,1617.0,9.0
Cenk Özkacar,TUR,DF,Valencia,22.0,17.8,23,0.0,0.0,6.0,3.0,0.3,0.3,0.3,13.0,2.0,698.0,860.0,81.2,26.0,18.0,84.0,15.0,22.0,4.0,0.0,15.0,3.0,1.0,12.0,1.0,56.0,2500000.0,1035.0,109.0,525.0,469.0,46.0,12.0,1035.0,8.0,3.0,37.5,4.0,50.0,532.0,2748.0,1574.0,17.0,8.0,0.0,4.0,3.0,617.0,5.0
Cesare Casadei,ITA,"FW,MF",Chelsea,20.0,0.9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,0.0,53.0,65.0,81.5,5.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,3.0,10000000.0,81.0,6.0,17.0,49.0,15.0,1.0,81.0,2.0,2.0,100.0,0.0,0.0,36.0,234.0,59.0,1.0,0.0,0.0,3.0,0.0,62.0,3.0
Chadi Riad,MAR,DF,Betis,20.0,24.0,26,0.0,0.0,11.0,5.0,0.7,0.7,0.2,12.0,0.0,1074.0,1198.0,89.6,35.0,23.0,108.0,9.0,17.0,18.0,0.0,24.0,0.0,2.0,9.0,1.0,34.0,15000000.0,1426.0,194.0,871.0,532.0,27.0,15.0,1426.0,0.0,0.0,,0.0,,831.0,3955.0,1926.0,4.0,7.0,0.0,9.0,2.0,937.0,1.0
Chancel Mbemba,COD,DF,Marseille,28.0,24.5,25,2.0,2.0,19.0,2.0,1.8,1.8,1.5,20.0,2.0,1222.0,1398.0,87.4,33.0,13.0,95.0,8.0,25.0,7.0,1.0,21.0,7.0,7.0,17.0,0.0,131.0,8000000.0,1631.0,170.0,618.0,925.0,98.0,25.0,1631.0,11.0,7.0,63.6,3.0,27.3,1221.0,6994.0,4035.0,16.0,29.0,2.0,17.0,5.0,1148.0,10.0
Charles De Ketelaere,BEL,"FW,MF",Atalanta,22.0,22.5,35,10.0,8.0,44.0,24.0,7.1,6.3,4.1,93.0,10.0,565.0,782.0,72.3,33.0,7.0,6.0,25.0,3.0,12.0,18.0,21.0,40.0,49.0,70.0,2.0,126.0,34000000.0,1098.0,10.0,60.0,442.0,612.0,133.0,1097.0,88.0,40.0,45.5,35.0,39.8,669.0,4241.0,2121.0,88.0,51.0,41.0,83.0,54.0,835.0,219.0
Charlie Taylor,ENG,DF,Burnley,29.0,25.9,28,1.0,1.0,10.0,1.0,0.2,0.2,1.7,34.0,2.0,995.0,1312.0,75.8,35.0,19.0,78.0,28.0,19.0,14.0,2.0,20.0,9.0,15.0,30.0,0.0,82.0,3000000.0,1542.0,115.0,503.0,679.0,370.0,18.0,1542.0,17.0,9.0,52.9,6.0,35.3,723.0,3259.0,1497.0,36.0,18.0,5.0,18.0,10.0,861.0,81.0
Cheick Doucouré,MLI,MF,Crystal Palace,23.0,10.2,11,0.0,0.0,6.0,2.0,0.3,0.3,0.8,23.0,3.0,367.0,422.0,87.0,34.0,20.0,12.0,7.0,15.0,13.0,6.0,17.0,10.0,10.0,19.0,0.0,49.0,35000000.0,545.0,25.0,145.0,312.0,97.0,7.0,545.0,13.0,10.0,76.9,3.0,23.1,276.0,1153.0,579.0,9.0,9.0,1.0,16.0,8.0,318.0,5.0
Chiedozie Ogbene,IRL,"MF,DF",Luton Town,26.0,22.2,30,4.0,1.0,35.0,14.0,4.2,4.2,3.5,79.0,9.0,589.0,790.0,74.6,17.0,7.0,34.0,47.0,10.0,7.0,0.0,10.0,61.0,25.0,51.0,2.0,53.0,8000000.0,1066.0,47.0,201.0,385.0,512.0,88.0,1066.0,121.0,61.0,50.4,44.0,36.4,650.0,6070.0,3710.0,127.0,74.0,45.0,59.0,21.0,660.0,150.0
Chris Führich,GER,"FW,MF",Stuttgart,25.0,28.5,34,8.0,7.0,53.0,24.0,6.6,5.8,9.2,137.0,17.0,1112.0,1370.0,81.2,30.0,7.0,7.0,34.0,6.0,14.0,10.0,19.0,73.0,53.0,93.0,17.0,145.0,22000000.0,1667.0,8.0,117.0,628.0,948.0,124.0,1666.0,153.0,73.0,47.7,68.0,44.4,1070.0,8503.0,4459.0,153.0,106.0,56.0,53.0,27.0,1267.0,259.0
Chris Richards,USA,"DF,MF",Crystal Palace,23.0,23.3,26,1.0,1.0,11.0,3.0,0.6,0.6,0.2,16.0,3.0,778.0,942.0,82.6,46.0,27.0,109.0,15.0,21.0,22.0,3.0,28.0,1.0,6.0,11.0,0.0,43.0,12000000.0,1195.0,157.0,557.0,568.0,77.0,21.0,1195.0,1.0,1.0,100.0,0.0,0.0,574.0,2313.0,890.0,1.0,6.0,0.0,7.0,4.0,678.0,1.0
Chris Wood,NZL,FW,Nott'ham Forest,31.0,20.1,31,14.0,1.0,48.0,26.0,11.9,11.9,1.1,44.0,4.0,278.0,433.0,64.2,7.0,1.0,26.0,12.0,1.0,4.0,2.0,4.0,6.0,22.0,33.0,0.0,30.0,7000000.0,628.0,34.0,80.0,311.0,237.0,92.0,628.0,17.0,6.0,35.3,9.0,52.9,295.0,949.0,477.0,16.0,10.0,7.0,50.0,21.0,467.0,76.0
Chrislain Matsima,FRA,DF,Clermont Foot,21.0,13.1,14,1.0,0.0,5.0,2.0,0.2,0.2,0.1,6.0,0.0,569.0,655.0,86.9,18.0,13.0,74.0,10.0,11.0,7.0,0.0,11.0,2.0,0.0,5.0,0.0,45.0,7000000.0,807.0,123.0,391.0,397.0,20.0,5.0,807.0,5.0,2.0,40.0,1.0,20.0,549.0,3316.0,1799.0,13.0,4.0,1.0,6.0,4.0,496.0,1.0
Christian Eriksen,DEN,MF,Manchester Utd,31.0,12.7,22,1.0,2.0,13.0,4.0,1.0,1.0,2.3,46.0,3.0,648.0,805.0,80.5,18.0,4.0,13.0,13.0,5.0,10.0,3.0,13.0,3.0,27.0,36.0,8.0,68.0,8000000.0,896.0,27.0,165.0,492.0,246.0,12.0,896.0,6.0,3.0,50.0,3.0,50.0,515.0,2319.0,1199.0,20.0,21.0,2.0,8.0,14.0,620.0,23.0
Christian Günter,GER,DF,Freiburg,30.0,11.8,15,1.0,2.0,6.0,2.0,0.5,0.5,1.9,29.0,2.0,387.0,505.0,76.6,20.0,2.0,16.0,16.0,9.0,11.0,0.0,12.0,4.0,18.0,20.0,7.0,23.0,5000000.0,588.0,23.0,147.0,246.0,197.0,14.0,588.0,9.0,4.0,44.4,4.0,44.4,285.0,1216.0,579.0,15.0,20.0,5.0,11.0,7.0,367.0,63.0
Christian Kabasele,BEL,DF,Udinese,32.0,9.6,13,1.0,1.0,7.0,2.0,1.2,1.2,0.0,5.0,0.0,257.0,314.0,81.8,10.0,12.0,56.0,6.0,4.0,5.0,1.0,7.0,0.0,2.0,3.0,0.0,22.0,1000000.0,427.0,92.0,225.0,181.0,22.0,9.0,427.0,1.0,0.0,0.0,1.0,100.0,198.0,1097.0,558.0,7.0,3.0,0.0,5.0,0.0,216.0,1.0
Christian Kouamé,CIV,FW,Fiorentina,25.0,12.1,23,2.0,1.0,24.0,7.0,1.9,1.9,1.2,36.0,2.0,325.0,448.0,72.5,13.0,2.0,10.0,13.0,7.0,6.0,0.0,4.0,9.0,12.0,29.0,0.0,41.0,7500000.0,616.0,12.0,57.0,244.0,322.0,50.0,616.0,29.0,9.0,31.0,18.0,62.1,361.0,1469.0,455.0,12.0,12.0,5.0,48.0,29.0,471.0,110.0
Christian Mawissa,FRA,DF,Toulouse,18.0,12.4,17,2.0,0.0,5.0,2.0,1.0,1.0,0.4,15.0,1.0,511.0,617.0,82.8,22.0,22.0,41.0,9.0,14.0,4.0,4.0,15.0,24.0,3.0,12.0,0.0,39.0,12000000.0,784.0,70.0,325.0,371.0,97.0,13.0,784.0,42.0,24.0,57.1,15.0,35.7,528.0,2966.0,1628.0,26.0,25.0,4.0,14.0,5.0,471.0,11.0
Christian Nørgaard,DEN,MF,Brentford,29.0,27.8,31,2.0,1.0,35.0,7.0,3.5,3.5,2.4,63.0,3.0,1199.0,1501.0,79.9,81.0,54.0,50.0,16.0,42.0,31.0,8.0,50.0,6.0,24.0,48.0,8.0,161.0,18000000.0,1846.0,99.0,522.0,944.0,388.0,57.0,1846.0,11.0,6.0,54.5,4.0,36.4,873.0,3367.0,1633.0,15.0,27.0,3.0,21.0,15.0,1089.0,42.0
Christian Pulisic,USA,"FW,MF",Milan,24.0,28.9,36,12.0,8.0,65.0,31.0,8.0,8.0,4.5,90.0,17.0,832.0,1074.0,77.5,35.0,10.0,10.0,48.0,14.0,11.0,10.0,26.0,47.0,44.0,59.0,9.0,87.0,50000000.0,1389.0,15.0,113.0,588.0,709.0,128.0,1389.0,122.0,47.0,38.5,54.0,44.3,995.0,7489.0,3876.0,131.0,62.0,46.0,70.0,33.0,1112.0,293.0
Christoph Baumgartner,AUT,"MF,FW",RB Leipzig,23.0,12.9,32,5.0,1.0,31.0,11.0,3.7,3.7,1.6,45.0,5.0,340.0,456.0,74.6,26.0,5.0,14.0,15.0,10.0,12.0,4.0,13.0,18.0,16.0,31.0,0.0,47.0,18000000.0,662.0,17.0,94.0,305.0,275.0,67.0,662.0,37.0,18.0,48.6,15.0,40.5,390.0,2146.0,1252.0,36.0,31.0,13.0,38.0,28.0,479.0,86.0
Christophe Hérelle,MTQ,DF,Metz,30.0,18.0,19,0.0,0.0,4.0,0.0,0.1,0.1,0.1,15.0,2.0,543.0,609.0,89.2,32.0,18.0,68.0,4.0,24.0,7.0,1.0,15.0,5.0,1.0,13.0,0.0,41.0,1100000.0,776.0,105.0,377.0,388.0,20.0,4.0,776.0,9.0,5.0,55.6,3.0,33.3,504.0,2734.0,1397.0,1.0,3.0,0.0,9.0,1.0,436.0,1.0
